GENUS,FAMILY,STATUS,URL
Trachycarpidium,Pottiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Pottiaceae/Trachycarpidium/
Trachycarpus,Arecaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Arecaceae/Trachycarpus/
Trachycladiella,Meteoriaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Meteoriaceae/Trachycladiella/
Trachycystis,Mniaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Mniaceae/Trachycystis/
Trachydium,Apiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Trachydium/
Trachylejeunea,Lejeuneaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Lejeuneaceae/Trachylejeunea/
Trachyloma,Pterobryaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Pterobryaceae/Trachyloma/
Trachymene,Araliaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Araliaceae/Trachymene/
Trachymitrium,Calymperaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Calymperaceae/Trachymitrium/
Trachyodontium,Pottiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Pottiaceae/Trachyodontium/
Trachyphrynium,Marantaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Marantaceae/Trachyphrynium/
Trachyphyllum,Pterigynandraceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Pterigynandraceae/Trachyphyllum/
Trachypodopsis,Trachypodaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Trachypodaceae/Trachypodopsis/
Trachypogon,Poaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Trachypogon/
Trachypteris,Pteridaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/P/Pteridaceae/Trachypteris/
Trachypus,Trachypodaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Trachypodaceae/Trachypus/
Trachys,Poaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Trachys/
Trachysciadium,Apiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Trachysciadium/
Trachysperma,Gentianaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Gentianaceae/Trachysperma/
Trachyspermum,Apiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Trachyspermum/
Trachystemon,Boraginaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Trachystemon/
Trachystigma,Gesneriaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Trachystigma/
Trachystoma,Brassicaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Trachystoma/
Trachystylis,Cyperaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Cyperaceae/Trachystylis/
Trachythecium,Hypnaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Hypnaceae/Trachythecium/
Trachyxiphium,Pilotrichaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Pilotrichaceae/Trachyxiphium/
Tracyina,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tracyina/
Tradescantia,Commelinaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Commelinaceae/Tradescantia/
Tragacantha,Leguminosae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Tragacantha/
Traganopsis,Amaranthaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Amaranthaceae/Traganopsis/
Traganum,Amaranthaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Amaranthaceae/Traganum/
Tragia,Euphorbiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Tragia/
Tragiella,Euphorbiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Tragiella/
Tragopogon,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tragopogon/
Tragus,Poaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Tragus/
Trailliaedoxa,Rubiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Trailliaedoxa/
Trapa,Lythraceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Lythraceae/Trapa/
Trapella,Pedaliaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Pedaliaceae/Trapella/
Trattinnickia,Burseraceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Burseraceae/Trattinnickia/
Traubia,Amaryllidaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Amaryllidaceae/Traubia/
Traunsteinera,Orchidaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Traunsteinera/
Trautvetteria,Ranunculaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Ranunculaceae/Trautvetteria/
Traversia,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Traversia/
Traxilisa,Dilleniaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Dilleniaceae/Traxilisa/
Treculia,Moraceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Moraceae/Treculia/
Treichelia,Campanulaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Campanulaceae/Treichelia/
Trema,Cannabaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Cannabaceae/Trema/
Tremacron,Gesneriaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Tremacron/
Trematodon,Bruchiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Bruchiaceae/Trematodon/
Trematolobelia,Campanulaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Campanulaceae/Trematolobelia/
Trembleya,Melastomataceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Trembleya/
Tremulina,Restionaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Restionaceae/Tremulina/
Trepadonia,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Trepadonia/
Trepocarpus,Apiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Trepocarpus/
Treubella,Loranthaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Loranthaceae/Treubella/
Treubia,Treubiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Treubiaceae/Treubia/
Trevesia,Araliaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Araliaceae/Trevesia/
Trevia,Euphorbiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Trevia/
Trevirana,Gesneriaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Trevirana/
Trevoa,Rhamnaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Rhamnaceae/Trevoa/
Trevoria,Orchidaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Trevoria/
Triacis,Passifloraceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Passifloraceae/Triacis/
Triadenum,Hypericaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Hypericaceae/Triadenum/
Triadica,Euphorbiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Triadica/
Triaenophora,Plantaginaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Plantaginaceae/Triaenophora/
Triainolepis,Rubiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Triainolepis/
Trianaea,Solanaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Solanaceae/Trianaea/
Trianaeopiper,Piperaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Piperaceae/Trianaeopiper/
Triandrophyllum,Herbertaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Herbertaceae/Triandrophyllum/
Trianoptiles,Cyperaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Cyperaceae/Trianoptiles/
Triantha,Tofieldiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Tofieldiaceae/Triantha/
Trianthema,Aizoaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Aizoaceae/Trianthema/
Trias,Orchidaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Trias/
Triaspis,Malpighiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Malpighiaceae/Triaspis/
Tribeles,Escalloniaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Escalloniaceae/Tribeles/
Tribolium,Poaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Tribolium/
Tribonanthes,Haemodoraceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Haemodoraceae/Tribonanthes/
Tribulocarpus,Aizoaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Aizoaceae/Tribulocarpus/
Tribulus,Zygophyllaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Zygophyllaceae/Tribulus/
Tricalysia,Rubiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Tricalysia/
Tricardia,Boraginaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Tricardia/
Tricarpelema,Commelinaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Commelinaceae/Tricarpelema/
Triceratella,Commelinaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Commelinaceae/Triceratella/
Triceratorhynchus,Orchidaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Triceratorhynchus/
Tricerma,Celastraceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Celastraceae/Tricerma/
Trichantha,Gesneriaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Trichantha/
Trichanthemis,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Trichanthemis/
Trichanthera,Acanthaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Trichanthera/
Trichanthodium,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Trichanthodium/
Trichaulax,Acanthaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Trichaulax/
Trichilia,Meliaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Meliaceae/Trichilia/
Trichiogramme,Pteridaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/P/Pteridaceae/Trichiogramme/
Trichipteris,Cyatheaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/P/Cyatheaceae/Trichipteris/
Trichlora,Amaryllidaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Amaryllidaceae/Trichlora/
Trichloris,Poaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Trichloris/
Trichocaulon,Apocynaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Trichocaulon/
Trichocentrum,Orchidaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Trichocentrum/
Trichocephalus,Rhamnaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Rhamnaceae/Trichocephalus/
Trichocereus,Cactaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Trichocereus/
Trichoceros,Orchidaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Trichoceros/
Trichocladus,Hamamelidaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Hamamelidaceae/Trichocladus/
Trichocline,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Trichocline/
Trichocolea,Trichocoleaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Trichocoleaceae/Trichocolea/
Trichocoleopsis,Lepidolaenaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Lepidolaenaceae/Trichocoleopsis/
Trichocoronis,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Trichocoronis/
Trichocoryne,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Trichocoryne/
Trichocyclus,Dryopteridaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/P/Dryopteridaceae/Trichocyclus/
Trichodesma,Boraginaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Trichodesma/
Trichodiadema,Aizoaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Aizoaceae/Trichodiadema/
Trichodon,Ditrichaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Ditrichaceae/Trichodon/
Trichodontium,Dicranaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Dicranaceae/Trichodontium/
Trichoglottis,Orchidaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Trichoglottis/
Trichogonia,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Trichogonia/
Trichogoniopsis,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Trichogoniopsis/
Trichogyne,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Trichogyne/
Tricholaena,Poaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Tricholaena/
Tricholepidium,Polypodiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/P/Polypodiaceae/Tricholepidium/
Tricholepis,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tricholepis/
Tricholepis,Meteoriaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Meteoriaceae/Tricholepis/
Trichomanes,Hymenophyllaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/P/Hymenophyllaceae/Trichomanes/
Trichoneura,Poaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Trichoneura/
Trichopetalum,Asparagaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Asparagaceae/Trichopetalum/
Trichophorum,Cyperaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Cyperaceae/Trichophorum/
Trichopilia,Orchidaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Trichopilia/
Trichopodium,Leguminosae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Trichopodium/
Trichopteryx,Poaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Trichopteryx/
Trichoptilium,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Trichoptilium/
Trichopus,Dioscoreaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Dioscoreaceae/Trichopus/
Trichosacme,Apocynaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Trichosacme/
Trichosalpinx,Orchidaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Trichosalpinx/
Trichosanchezia,Acanthaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Trichosanchezia/
Trichosanthes,Cucurbitaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Cucurbitaceae/Trichosanthes/
Trichoschoenus,Cyperaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Cyperaceae/Trichoschoenus/
Trichoscypha,Anacardiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Anacardiaceae/Trichoscypha/
Trichospermum,Malvaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Malvaceae/Trichospermum/
Trichospira,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Trichospira/
Trichostachys,Rubiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Trichostachys/
Trichosteleum,Sematophyllaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Sematophyllaceae/Trichosteleum/
Trichostema,Lamiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Lamiaceae/Trichostema/
Trichostephanus,Salicaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Salicaceae/Trichostephanus/
Trichostigma,Phytolaccaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Phytolaccaceae/Trichostigma/
Trichostomopsis,Pottiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Pottiaceae/Trichostomopsis/
Trichostomum,Pottiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Pottiaceae/Trichostomum/
Trichotemnoma,Trichotemnomataceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Trichotemnomataceae/Trichotemnoma/
Trichotolinum,Brassicaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Trichotolinum/
Trichotosia,Orchidaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Trichotosia/
Trichouratea,Ochnaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Ochnaceae/Trichouratea/
Trichuriella,Amaranthaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Amaranthaceae/Trichuriella/
Tricliceras,Passifloraceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Passifloraceae/Tricliceras/
Triclisia,Menispermaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Menispermaceae/Triclisia/
Triclisperma,Polygalaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Polygalaceae/Triclisperma/
Tricomaria,Malpighiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Malpighiaceae/Tricomaria/
Tricoryne,Xanthorrhoeaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Xanthorrhoeaceae/Tricoryne/
Tricostularia,Cyperaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Cyperaceae/Tricostularia/
Tricyclandra,Cucurbitaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Cucurbitaceae/Tricyclandra/
Tricyrtis,Liliaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Liliaceae/Tricyrtis/
Tridactyle,Orchidaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Tridactyle/
Tridactylina,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tridactylina/
Tridax,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tridax/
Tridens,Poaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Tridens/
Tridentea,Apocynaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Tridentea/
Tridesmostemon,Sapotaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Sapotaceae/Tridesmostemon/
Tridimeris,Annonaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Annonaceae/Tridimeris/
Tridontium,Grimmiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Grimmiaceae/Tridontium/
Tridynamia,Convolvulaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Convolvulaceae/Tridynamia/
Trieenea,Scrophulariaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Scrophulariaceae/Trieenea/
Trientalis,Primulaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Primulaceae/Trientalis/
Trifidacanthus,Leguminosae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Trifidacanthus/
Triflorensia,Rubiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Triflorensia/
Trifolium,Leguminosae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Trifolium/
Triglochin,Juncaginaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Juncaginaceae/Triglochin/
Trigonanthus,Cephaloziaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Cephaloziaceae/Trigonanthus/
Trigonella,Leguminosae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Trigonella/
Trigonia,Trigoniaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Trigoniaceae/Trigonia/
Trigonidium,Orchidaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Trigonidium/
Trigoniodendron,Trigoniaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Trigoniaceae/Trigoniodendron/
Trigonobalanus,Fagaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Fagaceae/Trigonobalanus/
Trigonocapnos,Papaveraceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Papaveraceae/Trigonocapnos/
Trigonodictyon,Orthotrichaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Orthotrichaceae/Trigonodictyon/
Trigonophyllum,Hymenophyllaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/P/Hymenophyllaceae/Trigonophyllum/
Trigonopleura,Peraceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Peraceae/Trigonopleura/
Trigonopterum,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Trigonopterum/
Trigonopyren,Rubiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Trigonopyren/
Trigonosciadium,Apiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Trigonosciadium/
Trigonospermum,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Trigonospermum/
Trigonospora,Thelypteridaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/P/Thelypteridaceae/Trigonospora/
Trigonostemon,Euphorbiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Trigonostemon/
Trigonotis,Boraginaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Trigonotis/
Triguera,Solanaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Solanaceae/Triguera/
Trigynaea,Annonaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Annonaceae/Trigynaea/
Trihesperus,Asparagaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Asparagaceae/Trihesperus/
Trilepidea,Loranthaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Loranthaceae/Trilepidea/
Trilepis,Cyperaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Cyperaceae/Trilepis/
Trilepisium,Moraceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Moraceae/Trilepisium/
Trilisa,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Trilisa/
Trillesanthus,Dipterocarpaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Dipterocarpaceae/Trillesanthus/
Trillium,Melanthiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Melanthiaceae/Trillium/
Trilobachne,Poaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Trilobachne/
Trilophozia,Lophoziaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Lophoziaceae/Trilophozia/
Trimeria,Salicaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Salicaceae/Trimeria/
Trimerocalyx,Plantaginaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Plantaginaceae/Trimerocalyx/
Trimezia,Iridaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Iridaceae/Trimezia/
Trinia,Apiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Trinia/
Triniochloa,Poaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Triniochloa/
Triniteurybia,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Triniteurybia/
Triodanis,Campanulaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Campanulaceae/Triodanis/
Triodia,Poaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Triodia/
Triodoglossum,Apocynaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Triodoglossum/
Triolena,Melastomataceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Triolena/
Trioncinia,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Trioncinia/
Triopterys,Malpighiaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Malpighiaceae/Triopterys/
Triosteum,Caprifoliaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Caprifoliaceae/Triosteum/
Triphasia,Rutaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Triphasia/
Triphlebia,Aspleniaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/P/Aspleniaceae/Triphlebia/
Triphora,Orchidaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Triphora/
Triphyophyllum,Dioncophyllaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Dioncophyllaceae/Triphyophyllum/
Triphysaria,Orobanchaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Orobanchaceae/Triphysaria/
Triplachne,Poaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Triplachne/
Tripladenia,Colchicaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Colchicaceae/Tripladenia/
Triplarina,Myrtaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Myrtaceae/Triplarina/
Triplaris,Polygonaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Polygonaceae/Triplaris/
Triplasis,Poaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Triplasis/
Tripleurospermum,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Tripleurospermum/
Triplisomeris,Leguminosae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Triplisomeris/
Triplocephalum,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Triplocephalum/
Triplochiton,Malvaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Malvaceae/Triplochiton/
Triplocoma,Polytrichaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/B/Polytrichaceae/Triplocoma/
Triplophyllum,Tectariaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/P/Tectariaceae/Triplophyllum/
Triplopogon,Poaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Triplopogon/
Triplosperma,Apocynaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Triplosperma/
Triplostegia,Caprifoliaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Caprifoliaceae/Triplostegia/
Triplotaxis,Compositae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Compositae/Triplotaxis/
Tripodanthus,Loranthaceae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Loranthaceae/Tripodanthus/
Tripodion,Leguminosae,Accepted_genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Tripodion/
